"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2350845","None","None","Bacilli","Uncharacterized protein ","None","Streptococcaceae","ANG5_0983","Streptococcus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","U2YBG5","EMBL-CDS:GAD44455.1","Lactobacillales","Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377.","False","None","None","PF07470","Firmicutes","false","406","BLASTHIT","U2YBG5","Streptococcus constellatus subsp. pharyngis SK1060","None","Bacteria","NA","1035184","TrEMBL"
"2350846","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","DYJ42_07660","Streptococcus","0016787 hydrolase activity","Airways|Oral","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A398C5Z1","EMBL-CDS:RID96841.1","Lactobacillales","Streptococcus constellatus.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A398C5Z1","Streptococcus constellatus","None","Bacteria","NA","76860","TrEMBL"
"2350847","None","None","Bacilli","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EGV08482.1}","Streptococcaceae","HMPREF1042_1879","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","F9P7L7","GI:343395944|GI:493310943|EMBL-CDS:EGV08482.1|REFSEQ:WP_006268431.1","Lactobacillales","Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","F9P7L7","Streptococcus constellatus subsp. pharyngis SK1060","1035184.HMPREF1042_1879","Bacteria","NA","1035184","TrEMBL"
"2350848","None","None","Bacilli","Glycoside hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EUB24407.1}","Streptococcaceae","HMPREF1514_0998","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","X8H627","GI:739745263|GI:576670708|EMBL-CDS:EUB24407.1|REFSEQ:WP_037598206.1","Lactobacillales","Streptococcus sp. AS20.","False","fig|936578.3.peg.1233","None","PF07470","Firmicutes","false","396","BLASTHIT","X8H627","Streptococcus sp. AS20","None","Bacteria","NA","936578","TrEMBL"
"2350849","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","C1I62_00430","Streptococcus","0016787 hydrolase activity","Airways|Skin|Oral","Anaerobe,Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2N7TF69","EMBL-CDS:PMR66834.1","Lactobacillales","Streptococcus intermedius.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A2N7TF69","Streptococcus intermedius","None","Bacteria","NA","1338","TrEMBL"
"2350850","None","None","Clostridia","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SUY46296.1}","Clostridiaceae","NCTC9836_00692","Clostridium","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A381J599","EMBL-CDS:SUY46296.1","Clostridiales","Clostridium putrefaciens.","False","None","None","PF07470","Firmicutes","false","395","BLASTHIT","A0A381J599","Clostridium putrefaciens","None","Bacteria","NA","99675","TrEMBL"
"2350851","None","None","Bacilli","Uncharacterized protein ","None","Enterococcaceae","OMO_02175","Enterococcus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","S1QU68","GI:1105293515|GI:554757087|GI:510930921|GI:508549109|EMBL-CDS:ESK60516.1|REFSEQ:WP_016251423.1","Lactobacillales","Enterococcus cecorum DSM 20682 = ATCC 43198.","False","fig|1121864.4.peg.1251","None","PF07470","Firmicutes","false","399","BLASTHIT","S1QU68","Enterococcus cecorum DSM 20682 = ATCC 43198","None","Bacteria","NA","1121864","TrEMBL"
"2350852","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","RN79_08115","Streptococcus","0016787 hydrolase activity","Airways|Oral","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0C1K4R0","GI:746719733|GI:742784586|EMBL-CDS:KIC77736.1|REFSEQ:WP_039677723.1","Lactobacillales","Streptococcus constellatus.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A0C1K4R0","Streptococcus constellatus","None","Bacteria","NA","76860","TrEMBL"
"2350853","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:CIY50371.1}","Streptococcaceae","ERS020456_01088","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Skin|Not Specified|Oral","Anaerobe,Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0T8BTB3","GI:896632646|EMBL-CDS:CIY50371.1|REFSEQ:WP_049513583.1","Lactobacillales","Streptococcus pneumoniae.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A0T8BTB3","Streptococcus pneumoniae","None","Bacteria","NA","1313","TrEMBL"
"2350854","None","None","Clostridia","Glucuronyl hydrolase ","None","Ruminococcaceae","B5G12_04790","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y3WXE5","GI:1198487585|EMBL-CDS:OUN74460.1","Clostridiales","Faecalibacterium sp. An58.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1Y3WXE5","Faecalibacterium sp. An58","None","Bacteria","NA","1965648","TrEMBL"
"2350855","None","None","Clostridia","Glucuronyl hydrolase ","None","Ruminococcaceae","B5F27_14955","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4J2R1","GI:1198643397|EMBL-CDS:OUP26036.1","Clostridiales","Faecalibacterium sp. An192.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1Y4J2R1","Faecalibacterium sp. An192","None","Bacteria","NA","1965581","TrEMBL"
"2350856","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","AL506_003830","Streptococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2J9X8Y1","GI:746719733|EMBL-CDS:PNM84730.1|REFSEQ:WP_039677723.1","Lactobacillales","Streptococcus sp. FDAARGOS_146.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A2J9X8Y1","Streptococcus sp. FDAARGOS_146","None","Bacteria","NA","1702171","TrEMBL"
"2350857","None","None","Bacilli","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EID22123.1}","Streptococcaceae","HMPREF1043_0996","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","I0SFH0","GI:383343952|GI:489125683|EMBL-CDS:EID22123.1|REFSEQ:WP_003035480.1","Lactobacillales","Streptococcus anginosus subsp. whileyi CCUG 39159.","False","fig|1095729.3.peg.953","None","PF07470","Firmicutes","false","396","BLASTHIT","I0SFH0","Streptococcus anginosus subsp. whileyi CCUG 39159","None","Bacteria","NA","1095729","TrEMBL"
"2350858","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","None","Streptococcaceae","SCODD09_01411","Streptococcus","0016787 hydrolase activity","Airways|Oral","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A139QFR1","GI:1002526371|EMBL-CDS:KXU01388.1","Lactobacillales","Streptococcus constellatus.","False","fig|76860.7.peg.1493","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A139QFR1","Streptococcus constellatus","None","Bacteria","NA","76860","TrEMBL"
"2350859","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","B7731_01945","Streptococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1X1FM49","GI:1181871720|GI:727084663|EMBL-CDS:ORO33653.1|REFSEQ:WP_033605892.1","Lactobacillales","Streptococcus oralis subsp. tigurinus.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1X1FM49","Streptococcus oralis subsp. tigurinus","None","Bacteria","NA","1077464","TrEMBL"
"2350860","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","B5E88_09095","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4QXR9","GI:1198729842|EMBL-CDS:OUQ09691.1","Lactobacillales","Enterococcus cecorum.","False","None","None","PF07470","Firmicutes","false","399","BLASTHIT","A0A1Y4QXR9","Enterococcus cecorum","None","Bacteria","NA","44008","TrEMBL"
"2350861","None","None","Clostridia","Glucuronyl hydrolase ","None","Ruminococcaceae","B5E67_05580","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4T8D5","GI:1198759375|EMBL-CDS:OUQ38457.1","Clostridiales","Faecalibacterium sp. An122.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1Y4T8D5","Faecalibacterium sp. An122","None","Bacteria","NA","1965551","TrEMBL"
"2350862","None","None","Clostridia","Glucuronyl hydrolase ","None","Ruminococcaceae","B5E66_02125","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4TDP7","GI:1198761316|EMBL-CDS:OUQ40378.1","Clostridiales","Faecalibacterium sp. An121.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1Y4TDP7","Faecalibacterium sp. An121","None","Bacteria","NA","1965550","TrEMBL"
"2350863","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SUN80824.1}","Streptococcaceae","NCTC11063_01547","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Airways","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A380L9H1","EMBL-CDS:SUN80824.1","Lactobacillales","Streptococcus milleri.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A380L9H1","Streptococcus milleri","None","Bacteria","NA","33040","TrEMBL"
"2350864","None","None","Bacilli","Glycoside hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EUC81863.1}","Streptococcaceae","HMPREF1516_0043","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","X8KE20","GI:577039706|GI:727084663|EMBL-CDS:EUC81863.1|REFSEQ:WP_033605892.1","Lactobacillales","Streptococcus sp. CM6.","False","fig|936580.3.peg.869","None","PF07470","Firmicutes","false","396","BLASTHIT","X8KE20","Streptococcus sp. CM6","None","Bacteria","NA","936580","TrEMBL"
"2350865","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","AA987_04615","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0I9WK80","GI:828420316|GI:829617753|EMBL-CDS:KLO71216.1|REFSEQ:WP_047341226.1","Lactobacillales","Enterococcus cecorum.","False","fig|44008.22.peg.1490","None","PF07470","Firmicutes","false","399","BLASTHIT","A0A0I9WK80","Enterococcus cecorum","None","Bacteria","NA","44008","TrEMBL"
"2350866","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","ATE35_08185","Streptococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1X0WV66","GI:1179849248|GI:446515579|EMBL-CDS:ORJ30639.1|REFSEQ:WP_000592925.1","Lactobacillales","Streptococcus oralis subsp. tigurinus.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1X0WV66","Streptococcus oralis subsp. tigurinus","None","Bacteria","NA","1077464","TrEMBL"
"2350867","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","B7730_00775","Streptococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1X1FTC3","GI:1181875314|GI:446515575|EMBL-CDS:ORO37173.1|REFSEQ:WP_000592921.1","Lactobacillales","Streptococcus oralis subsp. tigurinus.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A1X1FTC3","Streptococcus oralis subsp. tigurinus","None","Bacteria","NA","1077464","TrEMBL"
"2350868","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Enterococcaceae","A5869_002112","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A200HSI1","GI:1201096382|EMBL-CDS:OUZ15005.1","Lactobacillales","Enterococcus cecorum.","False","None","None","PF07470","Firmicutes","false","399","BLASTHIT","A0A200HSI1","Enterococcus cecorum","None","Bacteria","NA","44008","TrEMBL"
"2350869","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SUO26501.1}","Streptococcaceae","NCTC12140_01363","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Skin|Not Specified|Oral","Anaerobe,Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A380LRV9","GI:446515577|EMBL-CDS:SUO26501.1|REFSEQ:WP_000592923.1","Lactobacillales","Streptococcus pneumoniae.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A380LRV9","Streptococcus pneumoniae","None","Bacteria","NA","1313","TrEMBL"
"2350870","None","None","Bacilli","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EGV02396.1}","Streptococcaceae","HMPREF9950_0091","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Airways","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","F9Q067","GI:343389812|EMBL-CDS:EGV02396.1","Lactobacillales","Streptococcus oralis SK313.","False","fig|1035190.4.peg.145","None","PF07470","Firmicutes","false","396","BLASTHIT","F9Q067","Streptococcus oralis SK313","None","Bacteria","NA","1035190","TrEMBL"
"2350871","None","None","Bacilli","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EID24637.1}","Streptococcaceae","HMPREF1047_1325","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","I0SMN4","GI:383346614|GI:446515579|EMBL-CDS:EID24637.1|REFSEQ:WP_000592925.1","Lactobacillales","Streptococcus oralis SK1074.","False","fig|1095738.3.peg.1652","None","PF07470","Firmicutes","false","396","BLASTHIT","I0SMN4","Streptococcus oralis SK1074","None","Bacteria","NA","1095738","TrEMBL"
"2350872","None","None","Bacilli","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EJO20843.1}","Streptococcaceae","HMPREF1149_1841","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","J4XAW2","GI:400186635|GI:446515579|EMBL-CDS:EJO20843.1|REFSEQ:WP_000592925.1","Lactobacillales","Streptococcus sp. BS35b.","False","fig|1105032.3.peg.676","None","PF07470","Firmicutes","false","396","BLASTHIT","J4XAW2","Streptococcus sp. BS35b","None","Bacteria","NA","1105032","TrEMBL"
"2350873","None","None","Bacilli","Glycoside hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:ETS90395.1}","Streptococcaceae","HMPREF1513_1805","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","W3XWV0","GI:446515579|GI:573489517|EMBL-CDS:ETS90395.1|REFSEQ:WP_000592925.1","Lactobacillales","Streptococcus sp. BS29a.","False","fig|1161415.3.peg.490","None","PF07470","Firmicutes","false","396","BLASTHIT","W3XWV0","Streptococcus sp. BS29a","None","Bacteria","NA","1161415","TrEMBL"
"2350874","None","None","Bacilli","Glycoside hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EUB28552.1}","Streptococcaceae","HMPREF1515_1841","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","X8HI04","GI:576674932|GI:446515579|EMBL-CDS:EUB28552.1|REFSEQ:WP_000592925.1","Lactobacillales","Streptococcus sp. BS21.","False","fig|1161414.3.peg.849","None","PF07470","Firmicutes","false","396","BLASTHIT","X8HI04","Streptococcus sp. BS21","None","Bacteria","NA","1161414","TrEMBL"
"2350875","None","None","Bacilli","Glycoside hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EUC78922.1}","Streptococcaceae","HMPREF1518_0340","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","X8K647","GI:726981139|GI:577036493|EMBL-CDS:EUC78922.1|REFSEQ:WP_033585820.1","Lactobacillales","Streptococcus sp. SR1.","False","fig|1161416.3.peg.1948","None","PF07470","Firmicutes","false","396","BLASTHIT","X8K647","Streptococcus sp. SR1","None","Bacteria","NA","1161416","TrEMBL"
"2350876","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:CJC42416.1}","Streptococcaceae","ERS021447_04565","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Skin|Not Specified|Oral","Anaerobe,Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0T8E395","GI:446515581|EMBL-CDS:CJC42416.1|REFSEQ:WP_000592927.1","Lactobacillales","Streptococcus pneumoniae.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A0T8E395","Streptococcus pneumoniae","None","Bacteria","NA","1313","TrEMBL"
"2350877","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","DB729_06725","Streptococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2U2W038","EMBL-CDS:PWH68904.1","Lactobacillales","Streptococcus sp. VT-4.","False","None","None","PF07470","Firmicutes","false","396","BLASTHIT","A0A2U2W038","Streptococcus halitosis","None","Bacteria","NA","2172545","TrEMBL"
"2350878","None","None","Bacilli","Uncharacterized protein ","None","Streptococcaceae","HMPREF9188_01713","Streptococcus","0003824 catalytic activity","Oral","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","K8MDF5","GI:497416452|GI:410868280|EMBL-CDS:EKS16247.1|REFSEQ:WP_009730650.1","Lactobacillales","Streptococcus sp. F0441.","False","fig|999424.3.peg.1717","None","PF07470","Firmicutes","false","396","BLASTHIT","K8MDF5","Streptococcus sp. F0441","None","Bacteria","NA","999424","TrEMBL"
